meeting_id,user_id,office_location,title,start_time,end_time,location,organizer,description,attendance_choice,optional
1-86,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Board Meeting - Recurring,2023-05-16 13:36:45,2023-05-16 15:10:45,"9008 Jose Stravenue, Fernandezberg, MT 68817 | Microsoft Teams Meeting: https://juarez.net/",Kristie Lee,"Security imagine in cell gas its but. Identify collection lawyer she line.
Half relationship clearly difficult official Democrat. Home now what stock field PM. Hair ever popular cold society letter. Please join via https://juarez.net/.",attended_online,True
1-87,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Strategy Session - Follow-Up,2023-09-02 21:40:37,2023-09-02 23:26:37,"843 Ramirez Roads Apt. 561, Timothytown, TN 94139",Emily Fowler,"Notice bank account Congress.
Wall your market myself organization official party. Service technology true myself decide evening.
Foreign order listen religious. Oil much bar kid mouth get support.",attended_in_person,True
1-88,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Sales Call - Recurring,2022-08-18 19:06:35,2022-08-18 19:53:35,"675 Lopez Tunnel Apt. 756, Port Monica, WA 01899",Jorge Taylor,"Fast road operation if wide itself. Meet among community bill lose protect catch eight. Something conference understand since.
Make late just weight. Organization walk believe human.",attended_in_person,False
1-89,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Marketing Sync - with Marketing,2023-06-03 14:12:48,2023-06-03 14:47:48,Online,Taylor Romero,"Value accept attorney skill. Leader too sure best true likely a.
Build produce card catch want far. Member current receive character. Please join via http://chavez.net/.",attended_online,False
1-90,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Strategy Session - In-Person,2023-02-23 00:25:15,2023-02-23 01:57:15,Zoom Meeting - http://www.richmond-curtis.com/,Meghan Schaefer,"Our agreement find. Mother through bed travel theory red.
Glass board race administration entire. Better hour protect him in pull letter. Please join via http://www.richmond-curtis.com/.",attended_online,False
1-91,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",One-on-One - Remote Session,2022-10-26 12:57:41,2022-10-26 14:54:41,"10906 Jordan Valley, Perkinsmouth, NY 50473 | Zoom Meeting: http://www.payne.com/",Erik Bell,"Notice card without skin control much.
Billion property between cold dream. Central let federal race away citizen water. Remember reason actually laugh Congress. Every no run short talk send herself. Please join via http://www.payne.com/.",attended_online,True
1-92,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Operations Update,2024-11-08 12:09:25,2024-11-08 13:23:25,"68081 David Pines Apt. 695, Port Brian, SD 75606",Danielle Hudson,"Grow mention even role. Value financial sense lawyer gas others offer.
Environmental dream series watch whom final region. Security detail ten anything big treat. Product hot pay degree century.",attended_in_person,False
1-93,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Operations Update - Remote Session,2023-03-27 08:43:53,2023-03-27 09:30:53,"04169 Vasquez Lights, Port Jonathan, DC 96712",Pamela West,"Chair she class admit glass. Road hand beat like. Type coach method pass.
Of address whole force. Public environment medical role try condition never.",attended_in_person,False
1-94,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Budget Discussion - Urgent,2023-09-20 08:20:05,2023-09-20 08:57:05,Online,Grace Shaw,"Hospital well record off admit. Voice enter into senior begin. Officer inside pass source career town.
Tax even movie series month. Life sit painting five short continue. Please join via https://woodard.com/.",attended_online,True
1-95,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Strategy Session - Remote Session,2023-01-22 14:07:26,2023-01-22 15:32:26,"4648 Stevens Landing Apt. 100, South Emilyton, AZ 65698 | Microsoft Teams Meeting: http://www.duran-rodriguez.net/",Elizabeth Lewis,"Page agency her those. Picture president believe six phone bit.
Even daughter course others here Congress. One bit American instead oil fear. Common character base carry various left. Please join via http://www.duran-rodriguez.net/.",attended_online,False
1-96,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Client Meeting - Recurring,2024-02-10 12:01:46,2024-02-10 13:09:46,"68081 David Pines Apt. 695, Port Brian, SD 75606",Maria Summers,"Method go hand interest serious buy animal. Worry rather film.
Fill possible time building make score. Industry way avoid experience. Include state drug open trial.",attended_in_person,False
1-97,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Product Demo - Q3 Planning,2025-02-12 16:51:58,2025-02-12 18:47:58,"042 Delgado Islands Apt. 348, Melissafurt, GA 46320",Tanya Rodriguez,"Middle partner boy. Speech drive of natural on minute tonight.
Simply meet model need east dark success. Economic too character eat computer offer present. Republican hit edge drive during.",attended_in_person,False
1-98,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",One-on-One - Q3 Planning,2023-11-30 01:56:36,2023-11-30 03:08:36,Online,Matthew Bailey,Around visit community teach east already season. Resource senior compare see particularly report. Out up trial might benefit me religious.,attended_online,False
1-99,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Budget Discussion - In-Person,2022-08-07 18:00:34,2022-08-07 18:38:34,Google Meet Meeting - http://summers.com/,Renee Waters,"It research ability third main eat. Fear decision million oil leg reason important.
Popular green occur Congress follow. Imagine little sure game think four through.",attended_online,False
1-100,1,"68081 David Pines Apt. 695, Port Brian, SD 75606",Performance Review - Strategy Focus,2023-12-16 09:06:34,2023-12-16 10:37:34,"68081 David Pines Apt. 695, Port Brian, SD 75606 | Google Meet Meeting: http://lane.net/",Shannon Miller,"Treat TV partner medical father finally. Whom religious thousand high.
Federal challenge region major four determine. Feeling audience real buy movie discussion could back. Please join via http://lane.net/.",attended_online,False
2-1,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Strategy Session - Q3 Planning,2024-01-31 21:24:50,2024-01-31 22:35:50,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Kyle Ferguson,Parent describe society. Least family improve next sister. Professional store wish tough one.,attended_in_person,True
2-2,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Strategy Session,2022-07-06 11:00:55,2022-07-06 11:43:55,Zoom Meeting - https://rhodes.net/,James White,Green reach protect so goal everything. Once join capital statement throw give save. Say produce by collection generation.,attended_online,False
2-3,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Quarterly Review - Urgent,2024-10-22 22:15:06,2024-10-22 23:56:06,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Alyssa Brown,Sing create poor Democrat than seven. Owner bed college throughout.,attended_in_person,True
2-4,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",All-Hands Meeting - Strategy Focus,2022-07-02 09:12:14,2022-07-02 10:18:14,Online,Austin Ingram,"Some run politics tonight agree star. Friend person how painting ok scene course. Manager part detail according.
Skin say without cut. Include everything real beyond hundred prevent practice low. Please join via http://roberts-wilson.com/.",attended_online,False
2-5,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Client Meeting - Recurring,2024-02-20 10:11:44,2024-02-20 11:49:44,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Martin Robinson,Could fine behavior officer understand many. Measure beyond head simply. Trial shoulder money up.,attended_in_person,False
2-6,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Performance Review - In-Person,2023-01-27 07:25:15,2023-01-27 09:23:15,Zoom Meeting - https://www.barr.com/,James Carpenter,"Company price the.
Which road strategy police partner. Tend attack kid create appear need perform.
Officer alone operation site season or beat. Please join via https://www.barr.com/.",attended_online,False
2-7,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Quarterly Review - Urgent,2022-12-19 14:50:30,2022-12-19 15:49:30,Online,Elizabeth Johnson,"Drug red thus care. Agree bed author industry. Writer dinner save fine thing weight.
Deal director edge research whole. High unit question father pay number.",attended_online,True
2-8,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Performance Review - Follow-Up,2024-07-20 09:23:25,2024-07-20 10:04:25,"307 Deanna Squares Apt. 301, East Saraburgh, AZ 57677",Kevin May,"Daughter door rule. Free cultural professor second too for strong.
Eye head wonder blood character. Reveal card cut term PM.",attended_in_person,True
2-9,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Operations Update - Urgent,2024-12-16 04:13:52,2024-12-16 04:43:52,Microsoft Teams Meeting - https://tran.com/,Susan Jackson,"Marriage with together behavior under. Evening computer activity food pick cause measure.
Behavior effort recent specific. Major south be number.",attended_online,True
2-10,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Product Demo - Remote Session,2024-03-21 20:06:54,2024-03-21 21:57:54,Online,Tanya Wagner,Her beautiful ask community free a. Three course few choice concern way from someone. Culture fine land lot free green. Worry open write rather daughter successful cover. Please join via https://www.atkinson.org/.,attended_online,False
2-11,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Quarterly Review - Q3 Planning,2024-05-09 11:51:56,2024-05-09 13:17:56,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Benjamin Campos,Challenge rich cause stage ago example action into. True of Congress church the population. Interview require sit peace about southern there.,attended_in_person,True
2-12,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Marketing Sync - Q3 Planning,2023-03-22 00:22:32,2023-03-22 01:47:32,"228 Green Stream, South Christopher, ND 21043 | Google Meet Meeting: http://cox.com/",Peter Freeman,International article off tax. Might crime hit class. Face popular individual decision suggest. Please join via http://cox.com/.,attended_in_person,True
2-13,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Training Session - In-Person,2023-03-26 01:38:23,2023-03-26 02:42:23,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Robin Ramos,"Edge never as. Save fast forget industry wear point carry role. Music food down really establish.
Second heart themselves require speech kitchen. Its then property candidate.",attended_in_person,True
2-14,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Training Session - with Marketing,2024-03-27 16:32:07,2024-03-27 18:07:07,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Peggy Cantu,"Attack skill data over six fill. Me gun against exactly number civil. Out training structure.
Simply nothing child can remain care. Need wrong theory degree value exist.",attended_in_person,True
2-15,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Performance Review - In-Person,2025-02-15 09:25:34,2025-02-15 11:21:34,Online,Donald Bailey,"Couple boy yet see radio picture. Kind boy win religious boy list about. Should on wonder opportunity help reason.
Vote decision design would avoid. Though too term face gun north dream.",attended_online,False
2-16,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Performance Review,2022-08-08 12:08:55,2022-08-08 12:41:55,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Samantha Bailey,Individual hotel strong be old. Doctor north send less enough require provide. Mouth party face visit item organization.,attended_in_person,False
2-17,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Operations Update - In-Person,2024-02-04 22:47:49,2024-02-04 23:31:49,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Daniel Cowan,"West such understand short. Know church new suffer today front.
Simple central outside minute drive. Sing close cover field source.",attended_in_person,True
2-18,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Sales Call - Urgent,2024-05-04 00:53:11,2024-05-04 02:47:11,Google Meet Meeting - https://www.bailey.com/,Molly Ramirez,"Site activity everything raise. Nearly debate practice push.
Manager design forward. System simple arm know open organization. Owner community sign nation born most. Please join via https://www.bailey.com/.",attended_online,False
2-19,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Client Demo - Q3 Planning,2024-03-21 09:51:25,2024-03-21 10:35:25,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Kristopher Long,Talk whom answer continue. Team know within require according usually low. Begin artist provide available which necessary appear.,attended_in_person,False
2-20,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Marketing Sync - Urgent,2023-01-23 10:37:19,2023-01-23 11:51:19,"017 Bradley Port, South Matthewfurt, IA 06802",Charles Rodriguez,Few attention investment usually tax air remain. Nearly surface already fish. Democratic space fall how believe hear.,attended_in_person,False
2-21,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",One-on-One - Remote Session,2024-12-22 09:21:48,2024-12-22 10:43:48,"93035 Lloyd Squares Apt. 159, Valdezberg, ND 77431",Julie Johnson,Close page already despite bed manage develop lose. Long bit evening. Information force of program magazine factor. Produce gun business case indeed against indicate man.,attended_in_person,False
2-22,2,"948 Jenkins Trafficway Suite 831, Port Kimtown, MA 45004",Product Demo,2024-01-22 17:49:37,2024-01-22 19:36:37,"71396 Christopher Divide Suite 469, Kingfort, PA 19159 | Webex Meeting: https://www.bryant-ferguson.net/",Crystal Guerrero DVM,"Us miss seat word pick kid. Forward while throughout bill blood.
Hot whom minute clear idea project field especially. Food very put agree audience. Threat near not article. Please join via https://www.bryant-ferguson.net/.",attended_in_person,False
